A03b	B05	C7b	CAG29	GpCAG133	D05	D101	Gmm8	GpB20b	GpC10	Pgp28		
EBJ11d226	59	128	207	142	157	200	103	167	130	145	161	119
EBJ11d226	59	128	207	142	157	200	106	167	130	147	161	133
EBJ11d227	59	128	207	133	157	206	106	167	128	137	167	131
EBJ11d227	59	128	207	142	157	206	106	173	130	145	167	131
EBJ11d231	59	128	209	142	157	200	103	173	130	135	161	119
EBJ11d231	59	128	209	145	157	203	106	173	130	151	161	133
EBJ11d232	59	128	207	142	157	200	103	167	130	145	161	109
EBJ11d232	59	128	209	142	157	200	106	173	130	147	161	119
EBJ11d236	59	128	207	142	157	203	106	167	130	141	161	109
EBJ11d236	59	128	211	142	157	206	106	167	130	143	161	109
EBJ11d237	59	128	207	142	157	206	103	167	130	125	161	119
EBJ11d237	59	128	209	145	157	206	106	173	130	145	161	119
EBJ11d241	59	128	207	142	157	200	103	167	130	115	161	119
EBJ11d241	59	128	209	142	157	203	106	167	130	145	167	133
EBJ11d242	59	128	207	142	157	200	103	167	130	115	161	109
EBJ11d242	59	128	209	142	157	206	106	167	130	145	161	109
EBJ11d246	59	128	207	142	157	200	103	167	130	139	161	109
EBJ11d246	59	128	207	145	157	200	106	173	130	145	167	133
EBJ11d247	59	128	207	142	157	200	103	167	130	137	161	109
EBJ11d247	59	128	207	145	157	200	106	173	130	139	167	133
EBJ11d251	59	128	209	142	157	200	106	167	130	141	167	131
EBJ11d251	59	128	209	145	157	200	106	167	130	141	167	131
EBJ11d252	59	128	207	142	157	203	103	167	130	143	161	131
EBJ11d252	59	128	209	142	157	203	106	167	130	145	161	133
EBJ11d256	59	128	-9	142	157	200	103	167	130	-9	161	133
EBJ11d256	59	128	-9	145	157	203	103	173	130	-9	167	133
EBJ11d257	59	128	207	142	157	200	103	167	128	139	167	-9
EBJ11d257	59	128	207	142	157	203	106	173	130	139	167	-9
EBJ11d261	59	128	209	-9	157	200	103	167	130	139	161	109
EBJ11d261	59	128	209	-9	157	203	106	173	130	139	161	109
EBJ11d262	59	128	207	142	157	203	85	167	130	115	161	109
EBJ11d262	59	128	209	145	157	206	103	167	130	139	161	109
EBJ11d267	59	128	207	142	157	200	103	167	130	145	161	119
EBJ11d267	59	128	209	142	157	206	106	167	130	151	161	133
EBJ11d271	59	128	207	142	157	200	103	173	130	115	161	109
EBJ11d271	59	128	209	142	157	206	106	173	130	135	167	133
EBJ11d277	59	128	207	142	157	200	103	167	128	115	167	109
EBJ11d277	59	128	209	142	157	203	103	167	130	135	167	131
EBJ11d281	59	128	-9	142	157	200	106	167	130	-9	161	-9
EBJ11d281	59	128	-9	142	157	203	106	173	130	-9	167	-9
EBJ11d282	59	128	207	142	157	200	85	173	130	139	161	-9
EBJ11d282	59	128	209	142	157	203	103	173	130	139	167	-9
EBJ11d286	59	128	207	142	157	200	106	173	130	115	161	-9
EBJ11d286	59	128	209	142	157	200	106	173	130	147	167	-9
EBJ11d287	59	128	207	142	157	200	103	167	128	147	161	-9
EBJ11d287	59	128	207	142	157	206	106	167	130	151	161	-9
EBJ11d291	59	128	207	145	157	206	103	167	130	139	161	109
EBJ11d291	59	128	207	145	157	206	103	173	132	147	161	109
EBJ11d292	59	128	207	142	157	200	103	173	130	115	161	109
EBJ11d292	59	128	209	142	157	203	106	173	130	147	161	131
EBJ11d296	59	128	207	142	157	200	103	167	130	137	161	109
EBJ11d296	59	128	209	142	157	200	106	173	130	139	167	131
EBJ11d297	59	128	207	142	157	200	103	167	130	127	161	109
EBJ11d297	59	128	209	145	157	206	106	167	130	139	161	109
EBJ11d301	59	128	207	142	157	200	103	167	130	127	161	-9
EBJ11d301	59	128	209	142	157	203	103	167	130	145	161	-9
EBJ11d302	59	128	209	142	157	203	106	173	130	139	161	-9
EBJ11d302	59	128	209	142	157	203	106	173	130	139	161	-9
EBJ11d306	59	128	207	142	157	206	103	167	130	139	167	-9
EBJ11d306	59	128	207	142	157	206	103	167	130	139	167	-9
NA08_01	60	128	209	142	157	203	106	173	130	139	167	109
NA08_01	60	128	209	145	157	206	106	173	130	141	167	119
NA08_02	60	128	209	142	157	203	106	167	130	131	161	131
NA08_02	60	128	209	145	157	203	106	167	130	139	167	133
NA08_03	60	128	207	142	157	200	103	173	130	131	161	109
NA08_03	60	128	209	145	163	200	103	173	130	139	161	133
NA08_04	60	128	209	142	157	200	103	173	130	131	167	109
NA08_04	60	128	209	142	157	206	106	173	130	141	167	109
NA08_05	60	128	209	142	157	200	103	167	130	139	161	109
NA08_05	60	128	209	142	157	203	106	173	130	141	167	133
NA08_06	60	128	207	142	157	200	106	173	130	131	161	109
NA08_06	60	128	209	145	157	206	106	173	130	139	167	109
NA08_07	60	128	207	142	157	200	103	167	130	139	161	133
NA08_07	60	128	209	145	157	206	106	167	130	141	167	133
NA08_08	60	128	207	142	157	203	106	167	130	121	161	119
NA08_08	60	128	209	142	157	203	106	173	130	137	167	133
NA08_09	60	128	209	142	157	203	106	167	130	131	161	109
NA08_09	60	128	209	142	157	206	106	173	130	141	161	133
NA08_10	60	128	207	142	157	200	103	167	130	139	161	109
NA08_10	60	128	209	142	157	203	106	173	130	141	161	133
NA08_11	60	128	207	142	157	200	103	167	130	139	161	109
NA08_11	60	128	209	145	157	206	106	173	130	139	161	131
NA08_12	60	128	209	142	157	203	106	167	130	139	167	131
NA08_12	60	128	209	142	157	206	106	173	130	139	167	131
NA08_13	60	128	207	142	157	200	106	167	130	139	161	131
NA08_13	60	128	209	145	157	200	106	167	130	139	161	133
NA08_14	60	128	207	142	157	203	106	167	130	131	167	109
NA08_14	60	128	209	145	157	203	106	167	130	139	167	119
NA08_15	60	128	209	142	157	203	103	167	130	141	161	133
NA08_15	60	128	209	145	157	206	103	167	130	141	167	133
NA08_16	60	128	207	142	157	203	103	173	130	139	161	133
NA08_16	60	128	209	142	157	206	106	173	130	141	167	133
NA08_17	60	128	209	142	157	200	106	173	130	139	161	109
NA08_17	60	128	209	145	157	200	106	173	130	139	161	133
NA08_18	60	128	209	142	157	200	103	173	130	131	161	131
NA08_18	60	128	209	145	163	200	106	173	130	141	161	133
NA08_19	60	128	207	142	157	200	103	167	130	131	161	131
NA08_19	60	128	209	142	157	206	103	167	130	143	167	133
NA08_20	60	128	207	142	157	200	103	167	130	131	161	109
NA08_20	60	128	209	142	157	206	106	173	130	141	167	109
NA08_21	60	128	209	142	157	200	103	167	130	131	161	133
NA08_21	60	128	209	145	157	203	106	173	130	139	167	133
NA08_22	60	128	209	142	157	206	103	167	130	121	161	109
NA08_22	60	128	209	145	157	206	106	173	130	139	161	133
NA08_23	60	128	207	142	157	200	103	167	130	131	161	119
NA08_23	60	128	209	145	157	206	106	173	130	139	167	133
NA08_24	60	128	207	142	157	200	106	167	130	131	161	131
NA08_24	60	128	209	142	157	200	106	173	130	141	167	135
NA08_25	60	128	207	142	157	203	103	167	130	139	161	119
NA08_25	60	128	209	145	157	206	106	173	130	141	167	131
NA08_26	60	128	207	145	157	200	103	167	130	139	161	109
NA08_26	60	128	209	145	157	203	106	167	130	141	167	119
NA08_27	60	128	207	142	157	200	103	167	130	121	161	109
NA08_27	60	128	209	145	157	206	103	173	130	131	167	133
NA08_28	60	128	209	142	157	200	103	167	130	139	161	109
NA08_28	60	128	209	142	157	206	106	173	130	141	167	133
NA08_29	60	128	207	145	157	200	103	167	130	141	161	109
NA08_29	60	128	209	145	157	200	106	173	130	141	167	119
NA08_30	60	128	209	142	157	200	103	167	130	131	161	109
NA08_30	60	128	209	145	157	200	103	173	130	141	167	133
NA08_31	60	128	209	142	157	203	106	167	130	139	161	131
NA08_31	60	128	209	142	157	206	106	173	130	139	167	141
NA08_32	60	128	207	142	157	200	103	167	130	137	161	109
NA08_32	60	128	209	145	157	206	106	173	130	141	161	109
NA08_33	60	128	209	142	157	200	103	167	130	139	161	131
NA08_33	60	128	209	142	157	203	106	173	130	139	161	133
KO10092	61	128	207	142	157	203	103	167	130	141	161	129
KO10092	61	128	209	145	157	206	106	167	130	141	161	131
KO10093	61	128	209	142	157	200	106	167	130	139	161	129
KO10093	61	128	209	142	157	206	106	167	130	141	161	129
KO10094	61	128	207	142	157	206	103	167	130	131	161	131
KO10094	61	128	209	142	157	206	106	167	130	141	161	131
KO10095	61	128	209	142	157	200	106	167	130	139	161	109
KO10095	61	128	209	145	157	203	106	173	130	139	161	131
KO10096	61	128	207	142	157	206	103	167	130	141	161	109
KO10096	61	128	209	142	157	206	103	173	130	141	161	131
KO10097	61	128	207	142	157	203	103	173	130	141	161	129
KO10097	61	128	209	142	157	206	106	173	130	141	161	129
KO10098	61	128	209	142	157	206	103	167	130	141	161	119
KO10098	61	128	209	142	157	206	106	173	130	145	161	129
KO10099	61	128	201	142	-9	200	103	173	-9	131	-9	-9
KO10099	61	128	209	142	-9	203	103	173	-9	141	-9	-9
KO10100	61	128	207	142	157	203	106	167	130	139	161	129
KO10100	61	128	209	142	157	206	106	173	130	145	161	133
KO10101	61	128	207	142	157	200	106	167	130	139	161	127
KO10101	61	128	209	142	157	206	106	167	130	141	161	129
KO10102	61	128	207	142	157	188	103	173	130	141	161	109
KO10102	61	128	209	142	157	206	106	173	130	145	161	129
KO10103	61	128	207	142	157	188	106	167	130	131	167	129
KO10103	61	128	209	142	157	206	106	173	130	141	167	129
KO10104	61	128	207	142	157	200	106	173	130	139	161	119
KO10104	61	128	207	142	157	203	106	173	130	141	161	119
KO10105	61	128	207	142	157	206	103	167	130	141	161	109
KO10105	61	128	209	142	157	206	103	173	130	141	167	129
KO10106	61	128	209	142	157	206	106	167	130	141	161	129
KO10106	61	128	209	142	157	206	106	167	130	141	161	129
KO10107	61	128	207	142	157	203	103	167	130	141	161	127
KO10107	61	128	209	142	157	203	106	173	130	141	161	129
KO10108	61	128	207	142	157	200	106	167	130	139	161	127
KO10108	61	128	207	142	157	200	106	173	130	141	161	129
KO10109	61	128	207	142	157	206	106	167	130	137	161	127
KO10109	61	128	209	142	157	206	106	173	130	139	161	129
KO10110	61	128	209	142	157	206	106	167	130	141	161	127
KO10110	61	128	209	142	157	206	106	173	130	141	161	129
KO10111	61	128	207	142	157	200	106	167	130	137	161	129
KO10111	61	128	209	142	157	203	106	173	130	139	161	133
KO10112	61	128	207	142	157	203	103	167	130	139	161	129
KO10112	61	128	209	142	157	206	106	173	130	145	167	133
KO10113	61	128	207	142	157	203	106	173	130	139	161	109
KO10113	61	128	207	142	157	206	106	173	130	145	161	131
KO10114	61	128	207	142	157	203	103	167	130	139	161	129
KO10114	61	128	209	142	157	206	106	173	130	139	161	133
KO10115	61	128	207	142	157	200	103	167	130	141	161	119
KO10115	61	128	209	142	157	203	106	167	130	141	161	129
KO10116	61	128	209	142	157	200	103	167	130	141	161	129
KO10116	61	128	209	145	157	206	106	167	132	141	161	131
KO10117	61	128	209	142	157	200	103	167	130	141	161	119
KO10117	61	128	209	142	157	206	106	173	130	141	161	129
KO10118	61	128	207	142	157	200	103	167	-9	141	161	129
KO10118	61	128	209	142	157	206	106	167	-9	141	161	133
KO10119	61	128	209	142	157	200	103	167	130	139	161	129
KO10119	61	128	209	142	157	203	106	167	130	139	161	129
KO10120	61	128	207	142	157	203	106	167	130	141	161	109
KO10120	61	128	209	142	157	206	106	173	130	145	167	129
KO10121	61	128	207	142	157	200	106	167	130	137	161	129
KO10121	61	128	209	142	157	203	106	173	130	139	161	129
KO10122	61	128	209	142	157	206	103	167	130	139	161	127
KO10122	61	128	209	142	157	206	106	167	130	139	167	129
KO10123	61	128	207	142	157	200	103	167	130	141	161	119
KO10123	61	128	209	145	157	206	106	173	130	141	161	129
KO10124	61	128	207	142	157	203	103	167	130	131	161	129
KO10124	61	128	209	142	157	203	106	167	130	141	161	129
KO10125	61	128	209	142	157	200	103	167	130	139	161	119
KO10125	61	128	209	142	157	206	106	167	130	141	167	129
KO10126	61	128	209	142	157	200	103	173	130	131	161	129
KO10126	61	128	209	142	157	206	103	173	130	141	161	129
KO10127	61	128	209	142	157	203	106	167	130	139	161	133
KO10127	61	128	209	142	157	203	106	167	130	139	161	133
KO10129	61	128	207	142	157	203	106	167	130	139	161	109
KO10129	61	128	207	142	157	206	106	167	130	141	161	129
KO10130	61	128	207	142	157	200	103	167	130	131	161	129
KO10130	61	128	209	142	157	200	106	173	130	139	161	129
KO10131	61	128	209	142	157	203	106	167	130	137	161	109
KO10131	61	128	209	142	157	206	106	173	130	145	161	109
KO10133	61	128	207	142	157	206	103	173	130	121	161	129
KO10133	61	128	209	142	157	206	106	173	130	137	161	133
NSb10w273	62	128	209	-9	157	203	103	167	130	141	161	129
NSb10w273	62	128	209	-9	157	203	106	167	130	145	161	129
NSb10w274	62	128	209	142	157	206	103	167	130	131	161	129
NSb10w274	62	128	209	142	157	206	106	167	130	141	167	129
NSb10w275	62	128	209	142	157	203	106	173	130	139	-9	109
NSb10w275	62	128	209	142	157	206	106	173	130	141	-9	129
NSb10w276	62	128	207	142	157	206	103	173	130	141	167	109
NSb10w276	62	128	209	142	157	206	103	173	130	145	167	129
NSb10w277	62	128	207	142	157	200	103	167	130	137	161	127
NSb10w277	62	128	207	142	157	206	106	173	130	145	161	129
NSb10w278	62	128	207	142	157	200	106	167	130	139	161	119
NSb10w278	62	128	207	142	157	200	106	173	130	141	161	129
NSb10w279	62	128	207	142	157	200	106	173	130	121	-9	119
NSb10w279	62	128	209	142	157	206	106	173	130	141	-9	129
NSb10w280	62	128	209	142	157	203	106	167	130	137	167	131
NSb10w280	62	128	209	142	157	206	106	173	130	141	167	131
NSb10w281	62	128	209	142	157	206	106	167	-9	-9	-9	-9
NSb10w281	62	128	209	142	157	206	106	167	-9	-9	-9	-9
NSb10w282	62	128	209	-9	157	203	106	167	130	131	161	109
NSb10w282	62	128	209	-9	157	206	106	173	130	141	161	129
NSb10w283	62	128	209	142	157	203	106	173	130	141	155	127
NSb10w283	62	128	209	142	157	206	106	173	130	141	161	129
NSb10w284	62	128	207	142	157	203	106	167	130	141	161	131
NSb10w284	62	128	207	142	157	203	106	173	130	147	161	133
NSb10w285	62	128	207	142	157	203	106	167	130	139	161	119
NSb10w285	62	128	209	142	157	206	106	167	130	141	161	129
NSb10w286	62	128	209	142	157	200	106	167	130	141	161	129
NSb10w286	62	128	209	142	157	206	106	173	130	141	161	129
NSb10w287	62	128	209	142	157	203	103	167	130	125	161	127
NSb10w287	62	128	209	142	157	206	106	173	130	139	161	129
NSb10w288	62	128	207	142	157	200	103	167	130	141	161	109
NSb10w288	62	128	209	142	157	206	106	173	130	141	161	119
DB10061	63	128	207	142	157	206	103	167	130	139	161	131
DB10061	63	128	209	142	157	206	103	167	130	141	161	131
DB10062	63	128	209	142	157	203	106	167	130	139	161	129
DB10062	63	128	209	142	157	206	106	167	130	141	167	131
DB10063	63	128	207	142	157	200	106	167	130	137	167	127
DB10063	63	128	209	142	157	206	106	167	130	139	167	133
DB10064	63	128	209	142	157	206	103	167	130	141	161	129
DB10064	63	128	209	142	157	206	106	173	130	141	161	129
DB10065	63	128	207	142	157	200	106	167	130	137	161	131
DB10065	63	128	207	142	157	206	106	173	130	139	167	133
DB10066	63	128	207	142	157	203	106	167	130	139	161	119
DB10066	63	128	209	142	157	206	106	167	130	141	167	129
DB10067	63	128	207	145	157	203	106	167	130	139	161	129
DB10067	63	128	209	145	157	206	106	167	130	141	167	131
DB10068	63	128	207	142	157	206	103	167	130	139	167	109
DB10068	63	128	209	142	157	206	106	173	130	139	167	129
DB10069	63	128	209	142	157	206	103	167	130	131	161	131
DB10069	63	128	209	142	157	206	106	167	130	139	167	133
DB10070	63	128	207	142	157	206	103	167	130	141	167	129
DB10070	63	128	209	142	157	206	106	167	130	141	167	131
DB10071	63	128	209	142	157	200	103	167	130	139	167	119
DB10071	63	128	209	142	157	206	103	167	130	141	167	129
DB10072	63	128	209	142	157	200	106	167	130	139	161	129
DB10072	63	128	209	145	157	203	106	173	130	139	167	133
DB10073	63	128	207	142	157	203	103	167	130	141	161	127
DB10073	63	128	209	142	157	206	106	173	130	141	167	129
DB10074	63	128	207	142	157	203	106	167	130	131	161	129
DB10074	63	128	209	142	157	206	106	167	130	139	161	131
DB10075	63	128	207	142	157	200	106	167	130	137	161	109
DB10075	63	128	209	142	157	203	106	167	130	141	167	131
DB10076	63	128	207	142	157	200	103	167	-9	131	161	109
DB10076	63	128	209	145	157	203	106	167	-9	141	167	129
DB10077	63	128	209	142	157	203	103	167	130	139	161	129
DB10077	63	128	209	142	157	206	106	173	130	141	161	131
DB10078	63	128	209	142	157	203	106	167	130	137	161	129
DB10078	63	128	209	145	157	203	106	173	130	139	167	131
DB10079	63	128	207	142	157	200	106	167	130	131	167	119
DB10079	63	128	209	145	157	206	106	167	130	139	167	133
DB10080	63	128	207	142	157	203	103	167	130	139	161	129
DB10080	63	128	209	142	157	203	106	167	130	141	161	133
DB10081	63	128	207	142	157	203	106	167	-9	139	167	109
DB10081	63	128	209	142	157	203	106	167	-9	141	167	131
DB10082	63	128	209	142	157	200	103	167	130	139	161	129
DB10082	63	128	209	142	157	206	106	173	130	141	167	133
DB10083	63	128	209	142	157	203	103	167	130	141	161	129
DB10083	63	128	209	142	157	203	106	167	132	141	167	133
DB10084	63	128	207	142	157	200	106	167	130	141	161	129
DB10084	63	128	209	142	157	206	106	173	130	145	161	133
DB10085	63	128	207	142	157	200	106	167	130	141	161	129
DB10085	63	128	209	142	157	200	106	167	130	141	167	129
DB10086	63	128	207	142	157	188	103	167	130	131	161	129
DB10086	63	128	209	142	157	203	106	173	130	141	161	129
DB10087	63	128	207	142	157	200	103	167	130	137	161	129
DB10087	63	128	207	142	157	203	106	173	130	141	167	129
DB10088	63	128	209	142	157	203	103	167	130	131	161	129
DB10088	63	128	209	145	157	206	103	167	130	131	161	131
DB10089	63	128	209	142	157	200	106	167	130	141	161	127
DB10089	63	128	209	142	157	203	106	173	130	147	167	129
DB10090	63	128	209	142	157	203	103	173	130	137	167	109
DB10090	63	128	209	142	157	206	106	173	130	137	167	129
DB10091	63	128	209	142	157	203	106	167	130	141	161	131
DB10091	63	128	209	145	157	206	106	167	130	145	167	133
DB10134	63	128	209	142	157	203	106	167	130	137	167	109
DB10134	63	128	209	142	157	206	106	173	130	139	167	129
KL09001	64	128	207	142	157	200	106	167	130	131	161	109
KL09001	64	128	209	145	157	206	106	167	130	139	167	129
KL09002	64	128	207	142	157	200	106	173	130	139	161	131
KL09002	64	128	209	142	157	203	106	173	130	141	167	141
KL09003	64	128	207	142	157	203	103	167	130	131	161	109
KL09003	64	128	207	142	157	206	106	173	130	143	167	129
KL09004	64	128	207	142	157	200	103	167	130	139	167	109
KL09004	64	128	207	145	157	206	106	167	130	141	167	119
KL09005	64	128	207	142	157	203	103	167	130	131	167	109
KL09005	64	128	207	142	157	206	106	173	130	139	167	119
KL09006	64	128	207	142	157	203	97	173	130	131	167	129
KL09006	64	128	207	145	157	206	106	173	130	131	167	129
KL09007	64	128	209	142	157	200	103	167	130	139	161	119
KL09007	64	128	209	142	157	200	106	173	130	139	167	131
KL09008	64	128	207	142	157	200	106	167	130	139	161	131
KL09008	64	128	209	142	157	203	106	173	130	165	167	133
KL09009	64	128	207	142	157	200	106	167	130	137	167	109
KL09009	64	128	209	142	157	203	106	167	130	139	167	119
KL09010	64	128	207	142	157	203	103	167	130	131	161	109
KL09010	64	128	209	142	157	203	106	173	130	141	161	109
KL09011	64	128	207	142	157	200	103	167	130	131	161	119
KL09011	64	128	207	142	157	200	103	173	130	139	161	131
KL09012	64	128	207	142	157	200	106	173	130	141	161	109
KL09012	64	128	209	145	157	203	106	173	130	141	161	119
KL09013	64	128	209	142	157	200	103	167	130	139	161	129
KL09013	64	128	209	142	157	206	103	167	130	145	167	133
KL09014	64	128	207	142	157	203	103	167	130	141	167	109
KL09014	64	128	207	142	157	203	106	167	130	145	167	131
KL09015	64	128	207	142	157	200	106	173	130	115	161	129
KL09015	64	128	211	142	157	206	106	173	130	141	161	133
KL09016	64	128	207	142	157	200	103	167	130	131	161	129
KL09016	64	128	209	142	157	203	106	173	130	143	167	131
KL09017	64	128	207	142	157	200	103	167	130	139	161	109
KL09017	64	128	209	145	157	206	106	173	130	141	161	129
KL09018	64	128	207	133	157	200	103	167	130	139	161	129
KL09018	64	128	209	142	157	200	103	173	130	139	161	131
KL09019	64	128	207	142	157	203	103	167	130	131	161	129
KL09019	64	128	209	142	157	206	103	167	130	139	167	131
KL09020	64	128	209	142	157	203	103	173	130	139	161	109
KL09020	64	128	209	142	157	203	103	173	130	141	167	109
KL09021	64	128	209	136	157	200	106	167	130	131	161	109
KL09021	64	128	209	145	157	203	106	167	130	139	167	129
KL09022	64	128	209	142	157	200	103	167	130	115	161	109
KL09022	64	128	209	145	157	200	103	173	130	141	161	131
KL09026	64	128	207	142	157	200	103	167	130	141	161	109
KL09026	64	128	209	142	157	206	106	167	130	141	161	109
KL09027	64	128	209	142	157	203	106	173	130	137	161	109
KL09027	64	128	209	142	157	206	106	173	130	139	167	119
KL09028	64	128	207	133	157	200	103	167	130	131	161	119
KL09028	64	128	209	142	157	206	106	173	130	139	161	129
KL09029	64	128	207	142	157	203	103	167	130	131	161	119
KL09029	64	128	209	145	157	206	106	173	130	165	161	133
KL09032	64	128	207	145	157	206	103	167	130	139	161	109
KL09032	64	128	207	145	157	206	106	167	130	139	161	119
KL09033	64	128	207	142	157	206	103	167	130	139	161	109
KL09033	64	128	209	145	157	206	106	173	130	141	161	127
KL09034	64	128	207	142	157	200	103	167	130	131	161	109
KL09034	64	128	209	142	157	206	106	173	130	139	167	129
KL09036	64	128	207	142	157	200	103	167	130	139	161	109
KL09036	64	128	207	142	157	203	106	167	130	141	167	119
KL09037	64	128	207	142	157	200	106	167	130	139	161	109
KL09037	64	128	209	145	157	203	106	173	130	139	161	133
KL09038	64	128	209	142	157	200	103	167	130	137	167	109
KL09038	64	128	209	145	157	200	106	173	130	141	167	119
KL09039	64	128	207	142	157	203	103	167	130	137	161	109
KL09039	64	128	209	142	157	206	106	173	130	141	167	119
KL09040	64	128	207	142	157	200	100	167	130	131	167	111
KL09040	64	128	209	145	157	203	106	173	130	139	167	131
KL09041	64	128	207	142	157	203	103	167	132	139	161	109
KL09041	64	128	209	142	157	206	106	173	132	139	167	133
KL09042	64	128	207	133	157	200	106	167	126	139	161	129
KL09042	64	128	207	142	157	206	106	173	130	141	167	133
KL09043	64	128	207	142	157	185	103	167	130	131	161	129
KL09043	64	128	209	142	157	203	103	167	130	165	161	129
KL09044	64	128	207	142	157	200	103	167	130	137	161	129
KL09044	64	128	207	142	157	206	106	173	130	141	167	129
KL09046	64	128	207	142	157	200	106	167	130	139	167	119
KL09046	64	128	207	145	157	200	106	173	130	139	167	129
KL09047	64	128	207	142	157	200	103	167	130	141	161	111
KL09047	64	128	207	145	157	200	103	173	130	141	161	131
BZn10d210	65	128	207	142	157	203	103	167	130	115	167	111
BZn10d210	65	128	209	142	157	203	103	167	130	145	167	129
BZn10d211	65	128	207	133	157	203	103	167	122	137	167	109
BZn10d211	65	128	209	133	157	203	106	167	130	147	167	109
BZn10d212	65	128	207	133	157	200	103	167	130	143	167	129
BZn10d212	65	128	207	142	157	203	103	167	130	145	167	129
BZn10d213	65	128	207	142	157	203	100	167	130	139	161	129
BZn10d213	65	128	209	142	157	203	103	167	130	147	167	129
BZn10d214	65	128	207	133	157	200	103	167	130	137	161	109
BZn10d214	65	128	209	142	157	203	106	173	130	145	167	129
BZn10d215	65	128	207	-9	157	200	97	167	130	139	161	111
BZn10d215	65	128	207	-9	157	200	106	173	130	143	161	129
BZn10d216	65	128	207	142	157	203	103	173	126	143	167	131
BZn10d216	65	128	209	142	157	203	106	173	128	145	167	131
BZn10w020	65	128	207	133	157	200	103	167	130	137	161	119
BZn10w020	65	128	207	142	157	203	106	167	130	145	161	129
BZn10w021	65	128	209	133	157	203	106	167	122	127	161	109
BZn10w021	65	128	209	142	157	203	106	167	130	147	167	129
BZn10w022	65	128	207	142	157	200	103	167	126	141	161	109
BZn10w022	65	128	209	142	157	203	103	167	130	141	167	109
BZn10w023	65	128	209	133	157	200	103	167	130	133	167	129
BZn10w023	65	128	209	142	157	203	103	167	130	145	167	129
BZn10w024	65	128	207	133	157	200	103	173	130	125	161	109
BZn10w024	65	128	209	142	157	203	106	173	130	137	167	111
BZn10w025	65	128	207	142	157	200	103	167	130	127	167	111
BZn10w025	65	128	207	142	157	200	103	167	130	139	167	131
BZn10w026	65	128	209	142	157	200	103	167	130	139	161	109
BZn10w026	65	128	209	142	157	203	106	167	130	147	167	111
BZn10w027	65	128	207	133	157	200	103	167	130	141	161	111
BZn10w027	65	128	207	142	157	203	103	173	130	141	167	111
BZn10w028	65	128	209	133	157	200	103	167	122	139	167	111
BZn10w028	65	128	209	142	157	203	106	167	130	147	167	129
BZn10w029	65	128	209	142	157	203	103	167	122	139	167	111
BZn10w029	65	128	209	142	157	203	103	167	130	139	167	129
BZn10w030	65	128	209	142	157	200	106	167	130	137	161	109
BZn10w030	65	128	209	142	157	200	106	167	130	141	167	129
BY10001	66	128	207	133	157	200	103	167	-9	139	167	119
BY10001	66	128	209	133	157	203	106	173	-9	141	167	129
BY10002	66	128	209	133	157	203	103	167	122	137	161	109
BY10002	66	128	209	145	157	203	103	167	130	139	161	129
BY10003	66	128	209	133	157	194	100	167	126	139	161	119
BY10003	66	128	209	142	157	203	106	173	130	139	167	119
BY10004	66	128	209	142	157	200	103	167	122	147	167	109
BY10004	66	128	209	142	157	203	106	167	122	155	167	119
BY10005	66	128	209	142	157	200	103	167	122	139	161	119
BY10005	66	128	209	142	157	203	103	167	130	139	167	129
BY10006	66	128	207	142	157	194	100	167	130	139	161	111
BY10006	66	128	207	142	157	203	103	167	132	169	167	119
BY10007	66	128	209	133	157	203	97	167	130	147	167	109
BY10007	66	128	209	142	157	203	103	173	130	147	167	129
BY10008	66	128	207	133	157	200	106	173	-9	125	161	109
BY10008	66	128	209	142	157	200	106	173	-9	143	161	129
BY10009	66	128	207	133	157	200	100	167	126	141	161	111
BY10009	66	128	209	133	157	203	103	173	130	145	161	129
BY10010	66	128	207	133	157	200	100	167	130	137	167	129
BY10010	66	128	209	142	157	203	106	173	130	147	167	129
BY10011	66	128	207	133	157	203	103	167	122	139	167	109
BY10011	66	128	209	142	157	203	106	167	130	147	167	119
BY10012	66	128	209	142	157	200	103	167	130	137	161	129
BY10012	66	128	209	142	157	203	103	173	130	137	167	129
BY10013	66	128	207	142	157	203	103	167	130	133	167	119
BY10013	66	128	209	142	157	203	103	167	130	139	167	129
BY10014	66	128	207	142	157	203	103	167	130	127	167	111
BY10014	66	128	209	142	157	203	103	173	130	137	167	129
BY10015	66	128	209	142	157	200	103	167	122	141	161	129
BY10015	66	128	209	142	157	203	106	167	126	145	167	129
BY10016	66	128	209	133	157	203	103	167	130	147	167	111
BY10016	66	128	209	142	157	203	103	167	130	169	167	129
BY10017	66	128	207	142	157	203	103	167	122	145	161	111
BY10017	66	128	209	142	157	203	106	167	130	169	167	111
BY10018	66	128	207	133	157	203	103	167	130	139	161	109
BY10018	66	128	209	142	157	203	106	173	130	139	167	119
BY10019	66	128	207	142	157	200	103	167	122	137	161	121
BY10019	66	128	207	145	157	200	106	173	126	139	167	131
BY10020	66	128	207	133	157	200	103	167	126	127	167	119
BY10020	66	128	209	142	157	203	103	173	130	127	167	129
BY10021	66	128	207	133	157	200	103	167	130	141	167	129
BY10021	66	128	209	142	157	200	103	173	130	143	167	129
BY10022	66	128	207	133	157	203	103	167	122	137	167	109
BY10022	66	128	207	142	157	203	103	167	130	139	167	129
BY10023	66	128	207	142	157	203	103	167	122	169	161	129
BY10023	66	128	207	142	157	203	103	167	130	169	161	129
BY10025	66	128	207	133	157	200	103	167	126	115	167	109
